year,office,district,votefor,candidate,party,candidateid,votes,type,winner
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,MIKE FIFFIELD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,RICK PARKIN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,SCOTT MILNE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,TERRY LEWIS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,TRAVIS PERRY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,BECKY DURKEE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,C KURYATSEVICH, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,DOUG BANKS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE 2 REP,1,ROY GOODRICH, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE-CALEDONIA REP,1,CHIP CONQUEST,DEMOCRATIC,,863,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-CALEDONIA REP,1,JOE PARSONS,REPUBLICAN,,813,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-CALEDONIA REP,1,BOOTS WARDINKSI, ,,9,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE-CALEDONIA REP,1,BOOTS WARDINSKI, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE-CALEDONIA REP,1,SUSAN HATCH DAVIS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,DANIEL L. BROWN,REPUBLICAN,,734,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,JAY HOOPER,DEMOCRATIC,,2222,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,BEN JICKLING,INDEPENDENT,,1655,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,LARRY SATCOWITZ,DEMOCRATIC,,1056,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,STEPHEN W. WEBSTER,REPUBLICAN,,967,Registered,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,PATSY FRENCH, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORANGE-WASHINGTON-ADDISON REP,2,SUSAN SHEA, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,LYNN D. BATCHELOR,REP/DEM,,1721,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,FRANK DAVIS,INDEPENDENT,,1088,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,BRIAN SMITH,REP/DEM,,1862,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,BARBARA POSTMAN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,ANYA TYNIO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,LAURA POTTER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,SCOTT NELSON ROSENTHAL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,ANYA TYNIO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,LAURA DOLGIN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,LAURA S POTTER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,OWEN TATUM, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,REID KANE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,RON HORTON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,TIM MAPLE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,ANDREW BOUCHARD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,JOE DESENA, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,JONATHAN MORIN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,THOMAS AT MOSLEY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 1 REP,2,JULIANE KILBURN , ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,KENDALL LAMBERT,INDEPENDENT,,895,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,MICHAEL J. MARCOTTE,REP/DEM,,1951,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,"WOODMAN ""WOODY"" H. PAGE",REP/DEM,,1502,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,AMANDA CARLSON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,CHRISTINE HALQUIST, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,DAN BLACK, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,HOWARD GENTLER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,CHARLES PRONTO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,GARRETT CORNELIUS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,STEVEN LAURIE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,TRAVIS COLE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS 2 REP,2,BRENDON CURTIS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,TABITHA ARMSTRONG,INDEPENDENT,,380,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,DANIELLE COTE SUKKAEW,DEMOCRATIC,,802,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,FRANK HUARD,REPUBLICAN,,834,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,VICKI STRONG,REPUBLICAN,,1760,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,SAM YOUNG,DEMOCRATIC,,1910,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,CATHY WILDER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,ANN HANSON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,LAURA POTTER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,JIM CURRIER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-CALEDONIA REP,2,TOM HILL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,MARK HIGLEY,REP/DEM,,1359,Registered,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,DAVID PEATMAN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,ERNEST EARLE, ,,3,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,JENNIFER KITTELL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,KATHERINE SIMMS, ,,3,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,MATT MITCHELL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,ZACK MAYO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,DAVE SANDERS, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,RON HORTON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,TODD ALIX, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,BERNIE SANDERS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,CHRISTOPHER RUSSELL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,JEFF PLACE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,MARJORIE KRAMER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,PAM TETREAULT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,ORLEANS-LAMOILLE REP,1,KATHERINE SIMMS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 1 REP,1,PATRICIA A. MCCOY,REPUBLICAN,,1138,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 1 REP,1,JOHN STEWART, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,"THOMAS ""TOM"" BURDITT",REPUBLICAN,,1842,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,KEN FREDETTE,DEMOCRATIC,,1622,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,DAVE POTTER,DEMOCRATIC,,2001,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,ART MINARD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,BOGDAN POPA, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,BRYAN JOHNSON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,CABRI FARLEEN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,GAIL GILLAM, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,RON EVANS, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,STEVE BENARD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,JEANNE HALEY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,KIAH MORRIS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,LYNN EDMUNDS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,RALPH CORBO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,RON BOUCHER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,TOM TRUEX, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,JOE BAKER, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,JOHN CROWLEY, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,RUTH SHAW, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,SEAN BARROWS, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 2 REP,2,TERRY WILLIAMS, ,,0,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,"WILLIAM ""BILL"" CANFIELD",REPUBLICAN,,1885,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,"ROBERT ""BOB"" HELM",REPUBLICAN,,1695,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,ROBERT J. RICHARDS,INDEPENDENT,,1240,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,AMY PREGGER, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,CALVIN WAITKUS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,CHARLES LARAMIE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,ROD HOLZWORTH, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,TODD FERGUSON SR., ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,CHERYL HOOKER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,GREG COX, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,JULIE FINNEGAN, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 3 REP,2,KEVIN GRANT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,THOMAS TERENZINI,REPUBLICAN,,1427,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,ADIN JAMES, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,ALEX DANIELS, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,ANDREA MCCORMICK, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,BERNIE SANDERS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL HULSE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL OLSEN, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL WILDS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL WILES, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,BRIAN TARMY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,CHARLLOTTE GERSTEIN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,CHRIS ROSE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,CORREEN RODRIGUE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,DAN STOCKER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,DAVID FRENDEL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,DAVID SUNDERLAND, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,DON CHIOFFI, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,DONNA ZELLER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,GENNA OTTOBONI, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,GREG COX, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,HEATHER BIXLER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,HOWARD LEWIS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JIM LEVINS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JIM SCHULTZ, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JJ EVANS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOE BORA, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOE ZINGALE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOHN ASHCROFT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOHN THOMAS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOSEPH BORA, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOSH GOHB, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOSH TERENZINI, ,,4,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,JP FAIGNANT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,KEITH MORRIS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,MARK BRIERRE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,MARY ASHCROFT, ,,4,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,MICHAEL JOHNSON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,MICHAEL WITZING, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,MITCHELL GOLUB, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,PETER WALLETT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,RICHARD LLOYD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,ROGER LONISELLE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,SCOTT FRANK, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,SHARRON RUSSELL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,STEPHEN MORNEAN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 4 REP,1,SUE RICHARDS, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 5-1 REP,1,PETER J. FAGAN,REPUBLICAN,,1137,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 5-1 REP,1,HEATHER JULIUSSEN-STEVENSON,DEM/PROG,,652,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 5-2 REP,1,"LARRY ""COOPER"" CUPOLI",REP/DEM,,1206,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 5-3 REP,1,MARY E. HOWARD,DEMOCRATIC,,707,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 5-4 REP,1,"JACQUELINE ""BETH"" FLECK",REPUBLICAN,,532,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 5-4 REP,1,WILLIAM NOTTE,DEMOCRATIC,,785,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 6 REP,2,TIM GUILES,PROG/DEM,,942,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 6 REP,2,SETH HOPKINS,REPUBLICAN,,1272,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 6 REP,2,STEPHANIE JEROME,DEMOCRATIC,,1553,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND 6 REP,2,"CHARLES ""BUTCH"" SHAW",REPUBLICAN,,1702,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,ROBIN CHESNUT-TANGERMAN,PROG/DEM,,1162,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,EDGAR CLEVELAND,REPUBLICAN,,989,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,KEN FREDETTE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,BRIAN HYATT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,MICKY NOUSE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,JIM HARRISON,REPUBLICAN,,1269,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,GINA OTTOBONI,DEMOCRATIC,,887,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,EARL SIMPSON, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,JOB TATE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,NICOLE MCPHEE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,RACHEL LEVIN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,PETER BERGER,INDEPENDENT,,980,Registered,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,LOGAN NICOLL,DEM/PROG,,1017,Registered,TRUE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,LINDA TUCKER, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,PAIGE KELLY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,JASON SEIPLE, ,,3,Write-in,FALSE
2018,STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,BRETT MYHRE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,GORDON BOCK,BERLIN-NORTHFIELD ALLIANCE,,119,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,ANNE B. DONAHUE,REPUBLICAN,,1587,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,KENNETH W. GOSLANT,REPUBLICAN,,1324,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,JEREMY HANSEN,PROG/DEM,,1085,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,DENISE MACMARTIN,DEMOCRATIC,,1227,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,REBECCA A. TROWER,INDEPENDENT,,164,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,JOHN STEVENS, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 1 REP,2,SEAN RYAN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,J. GUY ISABELLE,DEMOCRATIC,,1645,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,ROB LACLAIR,REPUBLICAN,,1889,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,"FRANCIS ""TOPPER"" MCFAUN",REP/DEM,,2198,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,CHRIS HATLEY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,CHUCK BARNEY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,DANIEL KELTY, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,DOTTYE RICKS, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JACK MITCHELL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JEANNIE GRAVES, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JOHN STIENMAN, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JP ISABELLE, ,,3,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,KEN BAILEY, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,KEVIN LORD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,LUKE GROUT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,MIKE GRAVES, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,PAUL DUNHAM, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,PIERRE DUVAL II, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,RITA LAFLOWER, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,RUSTY VALSANGIACOMO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 2 REP,2,STEVE BILTZ, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 3 REP,2,PETER D. ANTHONY,DEMOCRATIC,,1214,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 3 REP,2,PAUL N. POIRIER,INDEPENDENT,,894,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 3 REP,2,JOHN F. STEINMAN,REPUBLICAN,,1024,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 3 REP,2,TOMMY J. WALZ,DEMOCRATIC,,1229,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 4 REP,2,MARY S. HOOPER,DEMOCRATIC,,3390,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 4 REP,2,WARREN KITZMILLER,DEMOCRATIC,,2849,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 4 REP,2,GLENNIE SEWELL,PROGRESSIVE,,1096,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,KIMBERLY JESSUP,DEMOCRATIC,,1950,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,, ,,4,Registered,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,AL BORIGHT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,ANGELO NAPOLITANO, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,BOB KELLETT, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,DAVID CROWELL, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,DEXTER LAFAVOUR, ,,2,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,EMILE PICARD, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,IAN GILE, ,,1,Write-in,FALSE
2018,STATE REPRESENTATIVE,WASHINGTON 5 REP,1,JOHN BRETT, ,,1,Write-in,FALSE
